0	0.02	0.0371	0.0428	0.0207	0.0954	0.0986	0.1539	0.1601	0.3109	0.2111	0.1609	0.1582	0.2238	0.0645	0.066	0.2273	0.31	0.2999	0.5078	0.4797	0.5783	0.5071	0.4328	0.555	0.6711	0.6415	0.7104	0.808	0.6791	0.3857	0.1307	0.2604	0.5121	0.7547	0.8537	0.8507	0.6692	0.6097	0.4943	0.2744	0.051	0.2834	0.2825	0.4256	0.2641	0.1386	0.1051	0.1343	0.0383	0.0324	0.0232	0.0027	0.0065	0.0159	0.0072	0.0167	0.018	0.0084	0.0090	0.0032
0	0.0262	0.0582	0.1099	0.1083	0.0974	0.228	0.2431	0.3771	0.5598	0.6194	0.6333	0.706	0.5544	0.532	0.6479	0.6931	0.6759	0.7551	0.8929	0.8619	0.7974	0.6737	0.4293	0.3648	0.5331	0.2413	0.507	0.8533	0.6036	0.8514	0.8512	0.5045	0.1862	0.2709	0.4232	0.3043	0.6116	0.6756	0.5375	0.4719	0.4647	0.2587	0.2129	0.2222	0.2111	0.0176	0.1348	0.0744	0.013	0.0106	0.0033	0.0232	0.0166	0.0095	0.018	0.0244	0.0316	0.0164	0.0095	0.0078
0	0.0519	0.0548	0.0842	0.0319	0.1158	0.0922	0.1027	0.0613	0.1465	0.2838	0.2802	0.3086	0.2657	0.3801	0.5626	0.4376	0.2617	0.1199	0.6676	0.9402	0.7832	0.5352	0.6809	0.9174	0.7613	0.822	0.8872	0.6091	0.2967	0.1103	0.1318	0.0624	0.099	0.4006	0.3666	0.105	0.1915	0.393	0.4288	0.2546	0.1151	0.2196	0.1879	0.1437	0.2146	0.236	0.1125	0.0254	0.0285	0.0178	0.0052	0.0081	0.012	0.0045	0.0121	0.0097	0.0085	0.0047	0.0048	0.0053
0	0.0223	0.0375	0.0484	0.0475	0.0647	0.0591	0.0753	0.0098	0.0684	0.1487	0.1156	0.1654	0.3833	0.3598	0.1713	0.1136	0.0349	0.3796	0.7401	0.9925	0.9802	0.889	0.6712	0.4286	0.3374	0.7366	0.9611	0.7353	0.4856	0.1594	0.3007	0.4096	0.317	0.3305	0.3408	0.2186	0.2463	0.2726	0.168	0.2792	0.2558	0.174	0.2121	0.1099	0.0985	0.1271	0.1459	0.1164	0.0777	0.0439	0.0061	0.0145	0.0128	0.0145	0.0058	0.0049	0.0065	0.0093	0.0059	0.0022
0	0.0123	0.0309	0.0169	0.0313	0.0358	0.0102	0.0182	0.0579	0.1122	0.0835	0.0548	0.0847	0.2026	0.2557	0.187	0.2032	0.1463	0.2849	0.5824	0.7728	0.7852	0.8515	0.5312	0.3653	0.5973	0.8275	1.0	0.8673	0.6301	0.4591	0.394	0.2576	0.2817	0.2641	0.2757	0.2698	0.3994	0.4576	0.394	0.2522	0.1782	0.1354	0.0516	0.0337	0.0894	0.0861	0.0872	0.0445	0.0134	0.0217	0.0188	0.0133	0.0265	0.0224	0.0074	0.0118	0.0026	0.0092	9.0E-4	0.0044
0	0.0079	0.0086	0.0055	0.025	0.0344	0.0546	0.0528	0.0958	0.1009	0.124	0.1097	0.1215	0.1874	0.3383	0.3227	0.2723	0.3943	0.6432	0.7271	0.8673	0.9674	0.9847	0.948	0.8036	0.6833	0.5136	0.309	0.0832	0.4019	0.2344	0.1905	0.1235	0.1717	0.2351	0.2489	0.3649	0.3382	0.1589	0.0989	0.1089	0.1043	0.0839	0.1391	0.0819	0.0678	0.0663	0.1202	0.0692	0.0152	0.0266	0.0174	0.0176	0.0127	0.0088	0.0098	0.0019	0.0059	0.0058	0.0059	0.0032
0	0.0124	0.0433	0.0604	0.0449	0.0597	0.0355	0.0531	0.0343	0.1052	0.212	0.164	0.1901	0.3026	0.2019	0.0592	0.239	0.3657	0.3809	0.5929	0.6299	0.5801	0.4574	0.4449	0.3691	0.6446	0.894	0.8978	0.498	0.3333	0.235	0.1553	0.3666	0.434	0.3082	0.3024	0.4109	0.5501	0.4129	0.5499	0.5018	0.3132	0.2802	0.2351	0.2298	0.1155	0.0724	0.0621	0.0318	0.045	0.0167	0.0078	0.0083	0.0057	0.0174	0.0188	0.0054	0.0114	0.0196	0.0147	0.0062
0	0.0298	0.0615	0.065	0.0921	0.1615	0.2294	0.2176	0.2033	0.1459	0.0852	0.2476	0.3645	0.2777	0.2826	0.3237	0.4335	0.5638	0.4555	0.4348	0.6433	0.3932	0.1989	0.354	0.9165	0.9371	0.462	0.2771	0.6613	0.8028	0.42	0.5192	0.6962	0.5792	0.8889	0.7863	0.7133	0.7615	0.4401	0.3009	0.3163	0.2809	0.2898	0.0526	0.1867	0.1553	0.1633	0.1252	0.0748	0.0452	0.0064	0.0154	0.0031	0.0153	0.0071	0.0212	0.0076	0.0152	0.0049	0.02	0.0073
0	0.0192	0.0607	0.0378	0.0774	0.1388	0.0809	0.0568	0.0219	0.1037	0.1186	0.1237	0.1601	0.352	0.4479	0.3769	0.5761	0.6426	0.679	0.7157	0.5466	0.5399	0.6362	0.7849	0.7756	0.578	0.4862	0.4181	0.2457	0.0716	0.0613	0.1816	0.4493	0.5976	0.3785	0.2495	0.5771	0.8852	0.8409	0.357	0.3133	0.6096	0.6378	0.2709	0.1419	0.126	0.1288	0.079	0.0829	0.052	0.0216	0.036	0.0331	0.0131	0.012	0.0108	0.0024	0.0045	0.0037	0.0112	0.0075
0	0.027	0.0092	0.0145	0.0278	0.0412	0.0757	0.1026	0.1138	0.0794	0.152	0.1675	0.137	0.1361	0.1345	0.2144	0.5354	0.683	0.56	0.3093	0.3226	0.443	0.5573	0.5782	0.6173	0.8132	0.9819	0.9823	0.9166	0.7423	0.7736	0.8473	0.7352	0.6671	0.6083	0.6239	0.5972	0.5715	0.5242	0.2924	0.1536	0.2003	0.2031	0.2207	0.1778	0.1353	0.1373	0.0749	0.0472	0.0325	0.0179	0.0045	0.0084	0.0010	0.0018	0.0068	0.0039	0.012	0.0132	0.0070	0.0088
